starttime,start station latitude,start station longitude,end station latitude,end station longitude,gender
6/30/14 8:07,40.75934501,-73.96759673,40.75299641,-73.98721619,1
6/30/14 8:07,40.768254,-73.988639,40.71336124,-74.00937622,1
6/30/14 8:07,40.7284186,-73.98713956,40.73028666,-73.9907647,1
6/30/14 8:07,40.76020258,-73.96478473,40.73912601,-73.97973776,1
6/30/14 8:07,40.74147286,-73.98320928,40.752416,-73.97837,1
6/30/14 8:07,40.70862144,-74.00722156,40.72185379,-74.00771779,1
6/30/14 8:07,40.75929124,-73.98859651,40.7652654,-73.98192338,1
6/30/14 8:07,40.7489006,-73.97604882,40.75714758,-73.97207836,1
6/30/14 8:07,40.73912601,-73.97973776,40.75255434,-73.97282625,1
6/30/14 8:07,40.72621788,-73.98379855,40.73221853,-73.98165557,1
6/30/14 8:07,40.70834698,-74.01713445,40.70463334,-74.01361706,1
6/30/14 8:07,40.76030096,-73.99884222,40.72490985,-74.00154702,1
6/30/14 8:07,40.70463334,-74.01361706,40.76727216,-73.99392888,2
6/30/14 8:07,40.76269882,-73.99301222,40.76064679,-73.98442659,1
6/30/14 8:07,40.75044999,-73.99481051,40.75934501,-73.96759673,1
6/30/14 8:07,40.716887,-73.963198,40.70255088,-73.98940236,2
6/30/14 8:07,40.7454973,-74.00197139,40.74971775,-74.00295035,2
6/30/14 8:07,40.73047309,-73.98672378,40.71291224,-74.01020234,2
6/30/14 8:07,40.7014851,-73.98656928,40.71427487,-73.98990025,1
6/30/14 8:07,40.70905623,-74.01043382,40.70530954,-74.00612572,1
6/30/14 8:07,40.70834698,-74.01713445,40.74177603,-74.00149746,2
6/30/14 8:07,40.75500254,-73.98014437,40.7546011,-73.97187886,1
6/30/14 8:07,40.73649403,-73.99704374,40.76064679,-73.98442659,1
6/30/14 8:07,40.70224,-73.982578,40.7405826,-74.00550867,0
6/30/14 8:07,40.70463334,-74.01361706,40.751396,-74.005226,2
6/30/14 8:07,40.768254,-73.988639,40.70463334,-74.01361706,1
6/30/14 8:07,40.75255434,-73.97282625,40.70365182,-74.01167797,1
6/30/14 8:08,40.7218158,-73.99720307,40.73028666,-73.9907647,2
6/30/14 8:08,40.74345335,-74.00004031,40.752416,-73.97837,2
6/30/14 8:08,40.71939226,-74.00247214,40.71605866,-73.99190759,1
6/30/14 8:08,40.71336124,-74.00937622,40.69221589,-73.9842844,1
6/30/14 8:08,40.74691959,-74.00451887,40.7403432,-73.98955109,1
6/30/14 8:08,40.74238787,-73.99726235,40.736502,-73.97809472,1
6/30/14 8:08,40.70823502,-74.00530063,40.72456089,-73.99565293,1
6/30/14 8:08,40.71427487,-73.98990025,40.73492695,-73.99200509,1
6/30/14 8:08,40.7454973,-74.00197139,40.75206231,-73.9816324,1
6/30/14 8:08,40.73047309,-73.98672378,40.76020258,-73.96478473,1
6/30/14 8:08,40.74691959,-74.00451887,40.74475148,-73.99915362,1
6/30/14 8:08,40.70823502,-74.00530063,40.70955958,-74.00653609,1
6/30/14 8:08,40.72903917,-73.99404649,40.7403432,-73.98955109,1
6/30/14 8:08,40.75510267,-73.97498696,40.768254,-73.988639,1
6/30/14 8:08,40.73524276,-73.98758561,40.75206862,-73.96784384,2
6/30/14 8:08,40.7284186,-73.98713956,40.75323098,-73.97032517,2
6/30/14 8:08,40.749156,-73.9916,40.7423543,-73.98915076,1
6/30/14 8:08,40.752141,-73.979782,40.751396,-74.005226,1
6/30/14 8:08,40.73028666,-73.9907647,40.7403432,-73.98955109,1
6/30/14 8:08,40.73047747,-73.99906065,40.75206231,-73.9816324,1
6/30/14 8:08,40.735238,-74.000271,40.74173969,-73.99415556,1
6/30/14 8:08,40.693261,-73.968896,40.693261,-73.968896,1
6/30/14 8:08,40.71117416,-74.00016545,40.70122128,-74.01234218,1
6/30/14 8:08,40.75044999,-73.99481051,40.74177603,-74.00149746,1
6/30/14 8:08,40.73172428,-74.00674436,40.7462009,-73.98855723,1
6/30/14 8:08,40.714215,-73.981346,40.71893904,-73.99266288,1
6/30/14 8:08,40.72217444,-73.98368779,40.73223272,-73.98889957,2
6/30/14 8:08,40.72740794,-73.98142006,40.74315566,-73.97434726,1
6/30/14 8:08,40.73587678,-73.98205027,40.746647,-73.993915,1
6/30/14 8:08,40.73047747,-73.99906065,40.70823502,-74.00530063,0
6/30/14 8:08,40.75044999,-73.99481051,40.73454567,-73.99074142,1
6/30/14 8:08,40.71542197,-74.01121978,40.71273266,-74.0046073,1
6/30/14 8:08,40.74780373,-73.9734419,40.75513557,-73.98658032,2
6/30/14 8:08,40.7652654,-73.98192338,40.75255434,-73.97282625,1
6/30/14 8:09,40.76030096,-73.99884222,40.74147286,-73.98320928,1
6/30/14 8:09,40.70569254,-74.01677685,40.7153379,-74.01658354,1
6/30/14 8:09,40.714215,-73.981346,40.7158155,-73.99422366,2
6/30/14 8:09,40.71273266,-74.0046073,40.74444921,-73.98303529,2
6/30/14 8:09,40.7284186,-73.98713956,40.7218158,-73.99720307,2
6/30/14 8:09,40.75320159,-73.9779874,40.74854862,-73.98808416,1
6/30/14 8:09,40.752141,-73.979782,40.70905623,-74.01043382,1
6/30/14 8:09,40.696192,-73.991218,40.75968085,-73.97031366,1
6/30/14 8:09,40.74177603,-74.00149746,40.73524276,-73.98758561,1
6/30/14 8:09,40.68382604,-73.97632328,40.75320159,-73.9779874,1
6/30/14 8:09,40.7153379,-74.01658354,40.71748752,-74.0104554,1
6/30/14 8:09,40.771522,-73.990541,40.75968085,-73.97031366,1
6/30/14 8:09,40.752141,-73.979782,40.74147286,-73.98320928,1
6/30/14 8:09,40.739445,-73.976806,40.73226398,-73.99852205,1
6/30/14 8:09,40.76915505,-73.98191841,40.71911552,-74.00666661,1
6/30/14 8:09,40.73223272,-73.98889957,40.711512,-74.015756,1
6/30/14 8:09,40.75500254,-73.98014437,40.751396,-74.005226,0
6/30/14 8:09,40.73223272,-73.98889957,40.70717936,-74.00887308,1
6/30/14 8:09,40.76269882,-73.99301222,40.72243797,-74.00566443,1
6/30/14 8:09,40.72521311,-73.97768752,40.71117444,-73.99682619,1
6/30/14 8:09,40.71269042,-73.98776323,40.71146364,-74.00552427,1
6/30/14 8:09,40.7284186,-73.98713956,40.74096374,-73.98602213,1
6/30/14 8:09,40.74315566,-73.97434726,40.73454567,-73.99074142,2
6/30/14 8:09,40.76915505,-73.98191841,40.74238787,-73.99726235,1
6/30/14 8:09,40.76915505,-73.98191841,40.752416,-73.97837,1
6/30/14 8:09,40.70355377,-74.00670227,40.70122128,-74.01234218,1
6/30/14 8:09,40.736502,-73.97809472,40.75255434,-73.97282625,1
6/30/14 8:09,40.74147286,-73.98320928,40.75255434,-73.97282625,2
6/30/14 8:09,40.73587678,-73.98205027,40.71450451,-74.00562789,1
6/30/14 8:09,40.72521311,-73.97768752,40.73028666,-73.9907647,2
6/30/14 8:09,40.74315566,-73.97434726,40.71494807,-74.00234482,1
6/30/14 8:09,40.7405826,-74.00550867,40.71336124,-74.00937622,1
6/30/14 8:09,40.75797322,-73.96603308,40.75022392,-73.97121414,1
6/30/14 8:10,40.73912601,-73.97973776,40.70706456,-74.00731853,1
6/30/14 8:10,40.75044999,-73.99481051,40.74345335,-74.00004031,1
6/30/14 8:10,40.71602118,-73.99974372,40.75019995,-73.99093085,2
6/30/14 8:10,40.7568001,-73.98291153,40.76095756,-73.96724467,1
6/30/14 8:10,40.75044999,-73.99481051,40.75934501,-73.96759673,1
